sex,edu,house_type,Income,exp_house,exp_con,exp_non,noofhousehold,weight
2,4,2,5993852,4338231,3525509,812721,5,2759.08
1,4,2,5997228,5011205,3310962,1700243,4,647.04
1,3,2,5998890,5514186,4411364,1102823,2,1376.04
1,3,2,5999989,2470546,1751580,718966,3,847.64
1,3,2,600000,505130,407700,97430,2,165.41
1,2,2,6000000,3548608,1907670,1640937,2,371.63
1,3,2,6000000,3103878,2781145,322733,2,1424.21
1,4,2,600877,449773,364177,85596,1,1073.42
1,3,2,6008885,3423795,3280874,142921,3,323.81
2,6,2,601087,304817,220782,84035,1,3294.93
2,4,2,6018808,2597574,1494440,1103133,3,666.12
1,5,2,6030646,3970694,2656415,1314280,4,1345.71
2,2,2,6033788,5722969,3796314,1926655,4,676.29
1,5,2,6034833,3438736,2555751,882986,4,371.38
2,3,2,6042254,3522404,2525615,996789,4,270.85
1,6,2,604336,1345768,692678,653090,1,839.68
2,2,2,6055293,3467697,2190603,1277094,3,1113.55
2,5,2,6064532,4384642,3666044,718598,4,691.36
2,5,2,6068340,5757324,4603110,1154214,3,959.28
2,5,2,6071023,4665914,3965033,700881,4,1565
1,6,2,6082848,7390135,6393550,996585,4,4198.12
2,5,2,608467,2514713,2092604,422109,2,261.09
2,2,2,6086191,3513277,500493,3012783,1,811.25
1,3,2,608749,578018,508480,69538,1,1580.19
1,2,2,6088154,5525608,2543108,2982500,3,729.36
2,2,2,609067,525176,512217,12959,2,2169.03
1,2,2,6094819,4262673,2974782,1287891,4,2851.01
2,2,2,6096942,5874108,4832301,1041807,3,2564.25
1,4,2,6100000,2952443,2208971,743473,3,3045.26
1,4,2,6102132,4726295,4390680,335616,5,2598.77
2,2,2,6103062,3687289,3187035,500254,4,955.1
1,3,2,610380,668083,553660,114423,1,2677.44
2,5,2,610470,946656,891676,54980,1,61.34
2,6,2,6109215,3460414,1778950,1681464,2,1382.26
1,6,2,6115197,3746887,2233433,1513454,4,1701.24
2,4,2,6117030,5513822,4798162,715660,4,65.94
1,4,2,6121553,5862718,5122143,740575,3,1342.16
1,5,2,612445,328495,267282,61214,2,603.99
1,5,2,6126431,4055297,3552002,503295,4,1265.24
1,5,2,6131700,4228238,2991643,1236595,4,2285.79
1,5,2,6133105,2128383,1721203,407180,2,3891.62
2,2,2,6136962,4108499,2655083,1453416,3,3762.52
1,3,2,6141614,3346601,2154374,1192227,5,1172.48
1,2,2,6143855,2978215,1882719,1095496,3,1354.92
2,2,2,6147155,3816941,3106436,710505,4,6697.49
1,5,2,6149040,4865200,3668250,1196950,4,328.33
1,1,2,6158943,5000662,3937699,1062963,3,4724.36
2,2,2,6166639,3235429,2331300,904129,3,1441.24
1,6,2,6170246,4029008,3695663,333345,3,1735.6
2,2,2,6175990,3274028,2671931,602097,2,483.86
1,6,2,6178559,4968585,3580456,1388129,4,2760.84
2,4,2,618832,580762,580762,0,2,677.83
2,1,2,6188561,3238529,1685530,1553000,2,1537.44
2,1,2,6192693,3667618,2188201,1479417,2,1377.3
1,2,2,6195284,4403691,3822757,580933,5,2422.75
2,4,2,6195633,3433921,2350574,1083347,3,4501.61
1,3,2,6195758,4454872,3052686,1402186,4,786.58
2,2,2,6197194,3519006,2256240,1262766,4,4996.21
2,2,2,6202236,4920878,4022618,898260,4,4574.66
2,2,2,6203047,3930451,3501855,428595,4,601.28
2,4,2,621719,756877,749824,7053,2,868.62
1,5,2,621774,744011,640446,103566,2,1458.85
2,2,2,621800,484570,416508,68062,1,1323.54
1,5,2,6220000,2928340,2157660,770680,4,220.23
2,4,2,622175,675919,548075,127844,2,230.68
2,1,2,6226802,8467026,7054453,1412572,4,2404.37
1,6,2,6239563,3730010,2809124,920886,2,1539.08
1,3,2,624117,2482078,1607979,874100,1,1376.66
1,6,2,6244921,2923994,2170879,753115,3,2087.9
1,1,2,6245677,3633133,2800186,832947,4,1146.8
1,4,2,6249102,1914776,1044345,870431,1,1366.65
1,3,2,6251483,3195821,1751524,1444297,3,808.21
2,3,2,6252740,4401454,2814993,1586461,4,455.62
1,1,2,6252926,4908589,3715508,1193081,4,527.64
2,6,2,625359,785911,742874,43038,2,1063.87
2,2,2,6257601,4529562,3111161,1418402,4,2543.1
1,4,2,6259002,5574513,4187726,1386787,4,5693.52
1,6,2,6260533,3623597,2518229,1105368,4,1414.87
2,6,2,6261240,4211949,3299575,912375,4,948.95
2,5,2,6265074,4073361,2961276,1112086,4,1059.71
1,3,2,6265528,4756787,3462961,1293826,3,715.83
1,5,2,6266979,7044903,5939123,1105780,2,1730.04
2,5,2,626989,1323101,1102882,220219,1,4104.27
1,5,2,6270000,3319425,2303763,1015662,2,1699.41
1,5,2,6274715,3092585,2592271,500314,2,1636.75
1,2,2,62781,765088,639139,125949,1,419.58
2,2,2,6279347,3331401,1779328,1552072,2,735.81
1,1,2,6279610,5854064,3694607,2159458,5,1642.63
2,2,2,628285,498512,444033,54479,1,1840.4
2,1,2,6289363,3782272,3402972,379300,1,1847.63
1,5,2,629579,2118367,2072097,46270,2,247.43
1,4,2,6297441,3933865,3112731,821134,3,2495.11
2,1,2,6298061,3302662,2479805,822857,5,4216.48
2,5,2,6299530,6248410,4275511,1972899,4,743.71
2,4,2,6303482,4264899,3282368,982531,4,983.42
1,3,2,6311783,4050135,3060463,989671,4,251.85
1,5,2,6312100,5092836,4430098,662738,3,649.56
2,2,2,6320096,4302185,2786017,1516168,3,5790.72
1,4,2,6321001,5953436,4512101,1441335,4,3109.99
1,3,2,6337265,3921096,2497667,1423430,2,456.6
2,2,2,634066,363702,362693,1009,1,1478.89
2,4,2,634125,383627,373874,9753,1,125.79
2,2,2,634395,1183421,1085252,98168,1,1321.22
1,2,2,6348656,2966820,1903066,1063754,4,444.93
1,2,2,6351316,3282557,2183875,1098682,2,410.87
2,5,2,6354113,4147188,2820313,1326875,4,3820.85
2,5,2,6356931,2052390,1745492,306898,3,510.55
2,4,2,637438,765897,688753,77145,2,1805.66
2,5,2,6379292,4156830,3080084,1076746,3,1917.97
1,3,2,6384111,4310570,3325806,984764,4,2856.47
1,3,2,6388491,4074164,2780558,1293605,4,2160.68
1,4,2,639051,542928,429764,113164,1,2568.77
1,5,2,6390840,2583210,1696595,886616,4,1272.5
1,5,2,6400122,2890399,2256747,633652,3,2246.15
2,3,2,6407268,4046112,3171914,874197,4,1589.52
1,3,2,6409941,3369882,2511000,858882,4,1163.59
1,2,2,6412071,3821332,3176325,645007,4,5509.61
1,5,2,6417577,3720900,2162917,1557983,4,6967.87
1,1,2,6418450,3742018,3019279,722740,2,340.89
1,6,2,6420665,4614585,3475882,1138703,3,1412.12
2,3,2,6422391,3648933,2249369,1399565,3,5831.02
2,5,2,6424841,6229405,4738666,1490739,5,1642.63
2,2,2,6425341,3221718,2206292,1015426,2,1218.5
1,4,2,6432946,5700585,4102816,1597769,4,4415.33
1,1,2,643857,499384,474384,25000,2,401.66
2,6,2,6444238,4791914,3323903,1468012,4,2658.02
1,3,2,6447034,4405147,3601150,803997,4,1621.4
1,6,2,6448408,4398362,3669809,728553,4,1379.63
2,3,2,644948,1980293,1676252,304041,2,1346.24
1,3,2,6454441,6480740,5269281,1211459,4,3537.64
1,4,2,647399,344786,193538,151248,1,854.04
1,4,2,6476533,2964064,2217164,746900,3,1082.66
2,2,2,648089,831546,703440,128106,3,1647.73
1,4,2,6490746,3233876,2468316,765560,5,156.88
2,2,2,6492690,4934202,3869736,1064466,4,2757.38
1,6,2,6493501,5322747,3938274,1384473,5,1345.71
2,2,2,649636,1186448,873861,312587,1,1097.82
1,2,2,6498921,5993218,3362744,2630474,2,683.41
2,3,2,6508415,8231198,5030923,3200275,3,314.56
2,1,2,6509338,8032711,6086521,1946190,4,255.05
2,2,2,6509668,5375150,3950138,1425012,4,134.74
2,4,2,6510666,4118573,2550561,1568012,2,1215.49
2,2,2,6518630,3123214,2444124,679090,3,186.03
1,5,2,6522122,4616745,3407025,1209719,4,381.75
2,3,2,6532895,5834628,4769937,1064691,4,5591.93
2,3,2,6539000,4604798,3013486,1591312,4,1561.78
2,2,2,6541091,3153832,1849345,1304487,4,1449.41
2,2,2,6541134,3885521,2197406,1688115,2,563.82
1,4,2,654584,1233492,1037539,195953,2,371.63
2,4,2,6546061,5894963,3340409,2554554,3,938.18
1,2,2,6548965,4822543,3431669,1390874,5,973.04
1,2,2,654900,962095,844725,117370,2,88.17
2,2,2,6551357,4329889,3529346,800543,5,789.87
1,3,2,6564352,4876489,3709928,1166561,4,2402.3
1,3,2,6577900,4392622,3593353,799270,4,1646.74
1,4,2,6579080,6869848,5124927,1744921,4,1617.45
2,4,2,6581566,4413632,3554382,859249,4,2422.75
1,4,2,6583847,2272893,1559193,713700,2,884.31
1,5,2,6584609,3551141,2362126,1189015,4,1339.06
2,1,2,658623,699115,634948,64167,2,2404.69
1,1,2,658788,503059,330264,172795,1,2423.96
1,3,2,6592940,6269387,4804784,1464602,3,1350.96
1,2,2,6599144,4357583,3706317,651266,5,5362.13
1,5,2,660312,876868,633701,243166,1,3213.08
1,1,2,6604394,3785230,3223286,561944,4,1701.24
2,1,2,6605434,5717704,4170532,1547172,4,1488.14
1,1,2,661452,890046,780929,109117,2,1210.19
1,2,2,6615146,4743482,3258225,1485257,2,239.36
2,3,2,6619321,3170094,2460225,709869,5,157.21
2,6,2,6621687,5880084,3653901,2226183,3,918.44
2,5,2,6624459,5304461,3686750,1617711,4,627.64
1,2,2,6628479,4758194,1680367,3077827,2,1879.77
1,3,2,6632856,5629727,4381130,1248597,4,2921.01
1,4,2,6636158,3791059,2843544,947515,4,133.33
2,2,2,6648492,5824836,4122296,1702540,2,7854.09
2,5,2,6650394,3125366,2223960,901406,2,1584.53
2,2,2,6652546,5188787,3501907,1686879,4,3705.68
1,5,2,6665301,5677479,3431699,2245780,4,1540.1
1,2,2,666843,556249,447963,108286,1,122.27
2,5,2,6671115,4416862,2689155,1727707,4,1447.1
1,4,2,6673517,5899001,1424382,4474619,1,907.23
2,3,2,6674144,3787065,2693057,1094008,4,529.38
1,5,2,6674643,4962817,4050901,911916,5,1747.98
1,4,2,667958,822494,746316,76178,1,1105.82
2,5,2,6686728,5208095,3409440,1798655,3,454.31
1,6,2,669029,386494,365852,20642,1,2366.66
1,5,2,6695436,3350591,1971390,1379202,2,140.69
2,4,2,6700000,6969645,5508700,1460945,4,4041.77
2,3,2,6700094,3457558,2607570,849988,3,890.78
2,5,2,6703004,4707820,3177884,1529936,4,840.49
1,4,2,6708757,4225575,3103048,1122527,5,944.55
2,5,2,670967,560523,511850,48672,3,759.21
2,3,2,6710167,4950671,3953389,997282,4,973.04
2,2,2,6712173,5345142,3867266,1477876,3,3052.65
1,2,2,6722033,5673881,3403782,2270099,4,1533.83
1,3,2,6724292,4107848,2558576,1549272,3,1121.12
1,4,2,673168,573226,421846,151381,1,1207.39
2,3,2,6732439,7595877,5635952,1959925,4,1282.44
2,4,2,6733083,4446888,2874005,1572883,4,2569.93
1,5,2,673338,679321,669470,9851,1,876.7
2,3,2,6735319,3954320,2229582,1724738,3,1189.85
2,2,2,674072,470942,359478,111464,1,854.04
1,6,2,6741384,6857555,2742011,4115544,2,1465.09
1,5,2,674147,774422,642295,132128,1,1967.48
1,4,2,6747323,5301734,4297046,1004688,4,1447.1
2,3,2,6748349,2954538,1835890,1118648,3,1519.14
2,5,2,6766198,2705061,1782390,922670,3,2721.3
1,6,2,6769108,4951414,3654096,1297319,2,1390.12
1,5,2,6779725,3640369,2422645,1217724,4,2572.84
1,1,2,6782050,6338619,5187321,1151298,4,783.57
1,4,2,6782500,1928421,1571714,356707,3,1265.92
2,1,2,6783379,5022586,3860645,1161941,4,6967.87
1,5,2,6783998,5426541,3197295,2229245,2,679.67
2,5,2,6785406,5421108,4009701,1411408,5,3217.19
2,4,2,678911,549149,509843,39306,2,740.29
2,3,2,6791000,1665572,1012566,653006,4,3061.15
1,4,2,680000,845700,621000,224700,1,140.09
2,2,2,6823226,7054253,4935427,2118827,2,1564.8
1,5,2,6830143,5662775,4508249,1154526,5,6967.87
2,2,2,6834292,3222112,1662113,1559999,3,312.46
2,1,2,6846396,9989065,7373523,2615542,4,6967.87
1,2,2,6854079,4554260,2129852,2424408,2,1196.36
2,1,2,685757,829996,480914,349082,1,693.34
1,5,2,6859285,3359626,2626972,732653,4,1283.1
2,2,2,6865648,5904166,4667186,1236980,5,646.37
1,3,2,688165,692380,632479,59901,2,2617.13
1,1,2,6883098,5625436,4845421,780015,5,1030.82
1,4,2,6885598,8757501,6988391,1769110,5,6967.87
2,6,2,6887341,4107314,2727213,1380101,3,3430.16
1,1,2,6889684,6976801,3888805,3087996,2,3436.34
2,4,2,6891995,4357091,3560831,796260,5,1715.78
2,3,2,6906968,5267607,3775278,1492329,4,1355.65
2,2,2,6907041,4740799,3380162,1360637,3,378.12
2,2,2,6909636,5369522,2695030,2674492,4,6697.49
2,5,2,6911476,3974612,2698300,1276313,3,2785.51
2,5,2,6916688,5558664,3841835,1716829,3,2615.13
1,1,2,692646,1041911,877569,164342,2,733.07
1,4,2,6934076,6704761,5077753,1627008,4,1030.45
1,2,2,6939395,7707209,5921054,1786155,3,1130.45
2,2,2,695055,1654629,1451397,203232,2,1805.66
1,4,2,6952962,7965017,6820805,1144212,5,1631.41
1,4,2,6953272,3964987,2856756,1108231,3,1083.53
2,2,2,6959213,4339122,3343078,996044,4,973.04
2,4,2,696767,953598,760950,192648,2,875.58
1,3,2,6970235,8194662,1917287,6277375,2,3798.92
2,3,2,6970863,3963671,2686803,1276868,3,2145.04
2,6,2,6971496,4979995,4089340,890655,3,2276.36
2,3,2,6971890,4529039,2267702,2261336,1,8573.06
1,4,2,6975788,4819718,3529412,1290306,4,4841.86
2,3,2,6977285,4055302,3045250,1010052,3,203.88
2,1,2,6978252,4064817,3276243,788573,3,1007.26
1,6,2,6994368,4961462,4102462,858999,5,2469.89
2,4,2,699574,465194,435674,29520,1,829.04
2,1,2,700000,898362,814238,84124,2,224.45
1,2,2,7000000,6764368,4266548,2497820,4,282.48
2,5,2,700031,563076,489484,73592,2,765.79
1,2,2,7006086,5507154,3844263,1662891,4,1421.55
1,4,2,7009440,6935813,4364008,2571805,2,1053.95
1,4,2,701260,676248,537003,139245,2,245.65
1,4,2,7020913,6079503,4215713,1863790,4,4225.33
2,3,2,702239,632328,450176,182151,1,727.75
2,3,2,702377,744001,648312,95688,1,310.4
1,4,2,7036584,4972411,3330229,1642182,4,4996.21
2,1,2,703829,660603,562373,98231,1,1884.26
1,3,2,7038779,6040665,4524241,1516424,4,394.85
1,2,2,7045120,5394096,4041183,1352913,4,148.97
1,4,2,704900,761350,656350,105000,2,145.51
1,4,2,704900,1015589,986589,29000,1,210.92
1,5,2,7050180,5213014,3672212,1540803,2,324.32
1,3,2,706103,736579,566404,170175,1,7016.89
1,2,2,7061452,3643068,3074082,568986,3,214.01
1,1,2,7062306,2338344,1701716,636628,4,476.39
1,6,2,707648,574029,471582,102446,1,866.4
2,3,2,7080000,5599563,4274003,1325560,4,87.24
1,3,2,7082349,5929772,5067213,862559,4,2835.65
2,5,2,7090031,6190645,3823778,2366868,3,3762.52
2,3,2,709569,1015052,870851,144202,2,1790.02
2,3,2,7098040,5891639,4155600,1736039,4,601.42
1,5,2,7101449,5576691,3988319,1588372,3,1293.76
2,2,2,7105975,4143653,3549509,594144,4,1030.45
2,2,2,7111083,3913763,2616703,1297060,4,2596.72
1,4,2,7127899,7430784,4740899,2689885,3,4814.39
1,5,2,7135774,4187752,3161755,1025998,5,2514.97
1,3,2,7145329,3292206,1737933,1554272,3,363.4
1,5,2,7148397,4042560,2900019,1142541,4,714.94
1,3,2,7156536,2764123,1705944,1058178,4,4996.21
2,3,2,7163965,2908401,2228513,679887,3,1973.74
2,2,2,7165509,5122125,3321897,1800229,4,1322.84
2,4,2,717608,500696,432334,68362,1,3254.01
1,1,2,7181609,5327722,4051865,1275857,5,4996.21
1,3,2,7185580,6801747,5263083,1538664,5,3281.56
1,5,2,718732,550133,356211,193922,1,1204.28
2,2,2,721782,922619,873578,49041,2,446.82
1,2,2,7218045,4215750,2900063,1315688,4,806.21
2,3,2,7218211,5064130,3290958,1773172,3,1776.54
1,5,2,7236728,4511979,3575731,936248,5,716.63
1,6,2,7254189,3627161,3147542,479619,5,1405.88
2,5,2,7265047,3401495,1910894,1490601,3,896.86
1,6,2,726616,810781,674360,136421,1,1495.12
2,3,2,726934,584083,443295,140788,1,1818.56
2,4,2,726998,1253256,1197109,56147,3,589.46
2,1,2,727228,832361,610597,221764,1,1116.79
1,5,2,7275509,6401083,4673873,1727209,2,471.1
2,5,2,727950,1390793,1312554,78238,2,714.07
2,5,2,728004,739541,543126,196415,2,410.83
1,3,2,7293538,4781656,4037078,744578,4,470.47
1,2,2,7298984,4066054,2623906,1442147,4,4841.86
2,5,2,7300000,4277650,3186650,1091000,3,123.36
1,3,2,7315828,3985372,2192519,1792854,2,2049.46
1,2,2,7338194,7293964,5191480,2102484,5,1270.96
2,6,2,734017,459540,415966,43574,1,2072.85
2,2,2,7341199,6064992,4220117,1844875,4,1488.14
1,6,2,7346368,2957361,1953290,1004071,3,1168.19
2,2,2,7348430,5360779,4793713,567066,3,2233.69
1,3,2,735878,457033,434023,23011,1,475.48
2,3,2,736072,692770,646748,46022,3,3445.81
2,4,2,7366475,4777708,3738906,1038802,5,695.46
2,4,2,7381021,2960907,2148980,811926,3,778.73
1,4,2,7383625,5934025,5077789,856235,4,1653.26
2,5,2,738578,560497,530668,29829,2,80.6
2,3,2,738975,831446,686663,144783,2,110.62
2,6,2,7392380,4822709,2979234,1843475,4,1701.24
1,5,2,741188,1140574,1050410,90165,3,844.7
1,5,2,7412482,5372585,4019480,1353105,4,1701.24
2,1,2,7414100,5422453,4139351,1283102,2,661.84
1,4,2,741635,819708,660691,159017,1,730.96
2,3,2,7422040,3872994,3149475,723519,4,454.23
2,3,2,7429788,5172276,3311104,1861172,3,1278.1
2,6,2,7433088,6387150,5728951,658199,4,301.95
2,5,2,745869,1254665,1033929,220736,2,1234.5
2,4,2,7459002,5703518,3728946,1974572,3,1274.09
2,3,2,7462759,5073015,3902093,1170922,6,1526.34
2,2,2,7466684,3281243,2152927,1128316,3,1502.64
1,5,2,7471690,5024439,2966123,2058316,3,928.68
2,5,2,7473824,5700527,4598733,1101793,3,2138.42
2,5,2,7476700,4042558,2929176,1113383,5,4088.65
2,6,2,748025,1046304,941626,104678,2,483.9
2,5,2,748734,799140,597475,201665,1,5972.45
1,2,2,748929,738175,706915,31260,1,522.29
2,5,2,7492199,4797298,2574389,2222909,3,6738.72
2,2,2,749265,657112,603074,54038,1,1377.52
1,2,2,751971,1412203,1041500,370703,2,1460.99
2,3,2,7530325,6841780,5754205,1087575,4,401.96
2,5,2,7532520,7220275,4574077,2646198,4,2596.66
2,1,2,753883,1017174,740672,276502,1,747.48
1,2,2,753966,895686,757994,137693,2,1062.51
2,3,2,754171,1388732,1090902,297830,2,1212.86
1,5,2,754257,536295,474590,61705,1,1292.71
1,5,2,7544923,4934636,3791518,1143118,4,1812.91
1,3,2,7545657,5465792,4068921,1396871,5,533.78
1,2,2,7549786,5329853,4100401,1229452,3,2704.97
2,4,2,7550800,6772122,3468092,3304031,3,565.5
2,4,2,755105,819755,719548,100208,1,286.68
2,5,2,755636,628440,419863,208577,1,7263.68
2,3,2,7557785,3655406,2226158,1429247,3,969.39
2,2,2,7561814,7601300,4301557,3299743,5,1369.21
1,2,2,756868,703795,579050,124745,1,2467.29
1,1,2,7570418,4989569,3151591,1837978,3,589.92
2,3,2,7574699,5135472,4297749,837724,5,4529.96
2,6,2,7574715,4851290,3321636,1529655,4,1447.1
2,1,2,7576646,5173487,3478357,1695130,4,4541.21
2,2,2,7580160,6302773,3641553,2661220,4,131.63
2,5,2,7591268,4475825,3635348,840477,5,844.69
1,6,2,759732,587902,581028,6874,2,406.56
1,2,2,7603453,7613370,5483098,2130272,3,1637.55
1,2,2,760732,411142,392597,18545,1,1809.95
1,1,2,7615512,5024842,3189672,1835170,3,2575.82
2,2,2,7629705,5619685,4206578,1413107,4,699.96
1,3,2,7634526,6257291,5070616,1186675,2,1743.23
2,5,2,7636285,5527918,3455997,2071921,4,1507.44
1,3,2,764768,768151,707888,60263,1,533.63
2,2,2,7648231,3128872,2383887,744985,3,289.48
2,5,2,765815,812802,779484,33318,1,1403.46
1,2,2,765860,797811,626046,171764,2,1226.12
2,4,2,7661953,7614714,5415550,2199164,5,4096.76
2,5,2,766349,647798,615293,32505,1,466.5
2,4,2,766576,897968,639534,258434,1,3275.69
2,6,2,7667503,4076910,3353647,723263,4,5371.54
1,4,2,7667590,4067172,2982713,1084459,3,888.06
1,2,2,7672605,4813284,3752560,1060724,3,1461.69
2,1,2,7695716,6307146,4420736,1886410,3,1298.31
2,4,2,770510,578251,521862,56389,2,890.21
1,1,2,770573,480912,378827,102085,1,3275.69
2,3,2,7717232,7276631,4912488,2364143,4,467.78
1,3,2,7717670,4144456,3314097,830358,3,5620.16
2,1,2,7720082,6710121,5439039,1271082,4,6967.87
1,1,2,7733559,5525068,4062735,1462333,4,2680.29
1,5,2,7739100,3711903,2514170,1197733,4,512.58
1,3,2,774013,1231140,1032593,198548,2,919.21
1,3,2,7742960,9339905,7006117,2333788,3,384.55
1,4,2,7751922,4874651,3063638,1811013,4,1983.86
2,4,2,775281,1175310,983486,191825,2,402.6
1,5,2,7753821,4266165,3605705,660460,4,948.73
2,3,2,7759906,4206444,2775074,1431370,5,3316.02
2,3,2,776888,1732392,1672067,60325,1,10508.48
2,2,2,777596,1403981,1155484,248496,1,2950.03
1,3,2,7824771,5197607,3588455,1609151,4,274.73
1,1,2,7829847,4768257,3403450,1364807,2,982.85
1,6,2,783366,366742,282826,83916,1,2982.8
2,3,2,7843790,7071392,5749299,1322092,2,1079.49
2,3,2,7846223,3255643,2092380,1163262,3,386.27
1,5,2,7860625,3233817,2606226,627592,2,1807.1
2,4,2,7872020,10550025,8880354,1669672,3,1369.4
1,2,2,788315,900731,705644,195087,2,1879.3
2,1,2,794378,1011455,911430,100025,2,624.88
2,2,2,7945845,4889385,3320331,1569054,4,1715.78
1,3,2,794600,342190,289720,52470,1,290.73
2,5,2,7958344,4190448,3528419,662028,4,3301.65
2,2,2,798355,685110,538971,146139,1,1064.32
1,4,2,7992615,5513168,4000910,1512258,3,3480.92
1,2,2,800000,1133219,841909,291310,1,313.29
2,4,2,800000,616610,594660,21950,1,304.57
2,5,2,8000046,4469665,1145747,3323918,3,1129.34
2,2,2,800312,2180102,1447956,732146,2,397.96
2,5,2,801579,1119418,847357,272062,2,750.9
1,2,2,8016766,3517557,2149958,1367599,2,4240.2
1,2,2,8027033,6408519,4580058,1828461,4,511.2
1,2,2,8027721,5772225,4681360,1090864,4,1504.66
1,4,2,8052562,3300786,2127922,1172864,4,1835.74
2,4,2,8052951,6029286,4205843,1823444,3,3430.16
1,4,2,806303,569935,548015,21920,2,658.56
1,6,2,8074445,6737338,5089191,1648146,5,1231.46
1,3,2,8095144,4017456,3104357,913099,2,4924.02
1,2,2,8096971,2947881,2439708,508174,4,693.01
1,2,2,810403,322117,316703,5414,1,837.11
1,4,2,8114789,5753933,3978552,1775381,3,1015.33
1,4,2,813007,1050084,798733,251351,2,1561.77
2,3,2,8133433,4985893,3142555,1843337,3,753.63
2,5,2,8137489,5416402,2193866,3222536,3,2442.98
1,4,2,814334,673575,616352,57223,2,1193.4
2,5,2,815019,473327,422449,50878,2,668.35
2,3,2,8162895,4286758,3113548,1173210,4,425.53
2,4,2,8170671,5564863,4755049,809813,5,1376.56
1,2,2,817639,714012,708287,5725,1,798.87
1,4,2,8199058,4090832,1936835,2153997,2,456.6
2,1,2,8199612,3638735,2230225,1408511,3,1058.64
1,5,2,822690,513312,425229,88082,2,1805.66
1,4,2,822919,738326,576646,161680,1,378.38
1,6,2,8232953,4763219,2844734,1918485,3,434.38
2,4,2,825207,789578,728250,61328,1,613.17
2,4,2,825600,554122,480582,73540,1,2297.49
1,1,2,8259523,7421505,3844985,3576519,2,2477.45
2,4,2,826400,1816320,586320,1230000,1,202.16
1,4,2,826533,827510,783956,43554,2,410.83
1,3,2,8275549,4266308,3672974,593334,4,1628.38
2,1,2,827924,677160,552256,124904,2,410.83
2,4,2,8283941,7037112,4446844,2590268,4,837.28
1,2,2,828498,1465435,1388412,77024,2,2468.22
2,5,2,828745,976652,793786,182866,2,1030.76
1,6,2,830952,777332,415738,361594,2,1006.32
1,1,2,8316150,7367494,6148665,1218829,4,3715.66
2,4,2,8321818,6481269,5194043,1287226,3,926.85
1,6,2,8324550,5611531,4779997,831534,4,789.87
1,4,2,8360998,3433176,2768277,664899,4,1180.69
2,1,2,8382165,6696480,5378596,1317883,4,6967.87
1,3,2,8399115,3984576,2435356,1549220,2,851.57
1,3,2,8420000,1844307,1187767,656540,2,94.27
2,5,2,8421824,6460300,4008407,2451892,4,5866.52
2,4,2,8423529,5525950,3507451,2018499,3,2561.5
2,5,2,843805,688306,617265,71041,1,691.27
2,3,2,8445144,5384429,3898986,1485442,1,1812.62
1,4,2,845381,1616256,1395057,221199,1,528.84
1,3,2,8456705,7811422,4914898,2896524,3,349.65
2,4,2,845914,554464,534812,19652,1,683.83
1,2,2,8461208,6502501,3725210,2777291,4,4526.66
1,1,2,8477533,8449597,4405651,4043946,2,217.42
1,3,2,847976,803930,564729,239201,2,1278.98
