seq   loan_status loan_amnt grade home_ownership annual_inc age emp_cat  ir_cat
771             0      6000     C           RENT   30000.00  24    0-15 11-13.5
19388           0      7500     A       MORTGAGE   35000.00  36    0-15 Missing
6930            0     11975     B           RENT   30000.00  33    0-15    8-11
11879           0      7200     A           RENT   23000.00  39 Missing Missing
4052            0      5000     C           RENT   38400.00  28    0-15 Missing
27359           0     10000     A           RENT   85000.00  39    0-15    8-11
15774           0      6000     A       MORTGAGE   56000.00  46    0-15 Missing
26869           0      7200     A           RENT   76668.00  26   15-30    8-11
23476           0     10000     A       MORTGAGE   75670.00  27    0-15    8-11
10911           0     33000     C           RENT   67746.00  24    0-15 11-13.5
5688            0     12000     B           RENT   40000.00  31    0-15 11-13.5
12471           0     18000     B           RENT   68004.00  29    0-15    8-11
17032           0      6000     C       MORTGAGE   97000.00  26    0-15   13.5+
15898           0      2000     C           RENT   70000.00  35    0-15   13.5+
10875           0      7200     A       MORTGAGE   32004.00  25 Missing     0-8
3370            0     20000     B            OWN   78885.00  23    0-15 11-13.5
12804           0      5800     A           RENT  144000.00  26    0-15     0-8
8682            0     20675     A       MORTGAGE   73000.00  34    0-15 Missing
28655           0      3200     A           RENT   18000.00  23    0-15 Missing
22391           0      8000     B            OWN   54000.00  25    0-15 11-13.5
3266            0      9250     B            OWN   75000.00  26   15-30 11-13.5
26329           0      4000     E           RENT   17600.00  38    0-15   13.5+
12640           0     12000     A           RENT   61000.00  25    0-15     0-8
23962           0     15000     A       MORTGAGE  130920.00  22    0-15    8-11
17833           0      4000     A       MORTGAGE  120000.00  26    0-15     0-8
25285           0      3600     A       MORTGAGE   44000.00  25    0-15    8-11
10894           0      4800     B           RENT   32000.00  22    0-15 11-13.5
7554            0      6000     B       MORTGAGE   42000.00  36    0-15    8-11
16200           0      5000     D       MORTGAGE   80000.00  29    0-15   13.5+
15588           0     10000     A           RENT   85000.00  26    0-15 Missing
9290            0     10000     A           RENT   75000.00  26    0-15     0-8
23988           0     25000     B           RENT   50000.00  23    0-15 11-13.5
477             0     10000     B           RENT   45000.00  25    0-15 11-13.5
4903            0     22000     B           RENT   82600.00  26   15-30 11-13.5
9882            0     12400     C           RENT   65000.00  32   15-30 11-13.5
14600           0     14500     A       MORTGAGE   35500.00  24 Missing Missing
1909            0     12000     B           RENT   40000.00  37    0-15    8-11
8918            0     10000     C           RENT   67000.00  44    0-15 11-13.5
14608           0      9600     A       MORTGAGE   75000.00  26   15-30     0-8
22301           0     14000     D           RENT   40000.00  24    0-15   13.5+
6920            0     10000     D       MORTGAGE  120000.00  28    0-15   13.5+
22271           0     10000     B           RENT   52000.00  31    0-15 11-13.5
25105           0      3000     B       MORTGAGE   65200.00  24    0-15 11-13.5
3957            0      8000     C           RENT   50000.00  28   15-30   13.5+
15531           0      4800     A       MORTGAGE   55000.00  28    0-15     0-8
13923           0      3800     A       MORTGAGE   88000.00  26   15-30     0-8
17825           0     17500     D           RENT   32400.00  25    0-15   13.5+
15577           0      7000     A           RENT   60000.00  22    0-15     0-8
10465           0     15050     B           RENT   37800.00  30    0-15    8-11
17016           0      2400     C            OWN   78000.00  26    0-15   13.5+
6857            0     14400     B       MORTGAGE  139992.00  26    0-15 Missing
2842            0     35000     B       MORTGAGE  156000.00  26    0-15    8-11
18193           0      3500     B           RENT   41000.00  21    0-15    8-11
20051           0      2400     B            OWN   63500.00  38    0-15 11-13.5
18248           0      7000     A            OWN   47000.00  23    0-15     0-8
11077           0     35000     B           RENT   85000.00  22   15-30    8-11
21322           0      5200     A           RENT   38000.00  23    0-15     0-8
14433           0     12325     A           RENT   36000.00  33    0-15     0-8
27772           0      4000     A           RENT   41004.00  23    0-15     0-8
11791           0      8000     B           RENT   37876.80  24    0-15    8-11
19458           0     11200     B           RENT   69700.00  22    0-15 Missing
5989            0     11000     A           RENT  100000.00  24    0-15     0-8
12347           0     11625     B       MORTGAGE   96000.00  26    0-15    8-11
2469            0      5000     A       MORTGAGE  140000.00  30    0-15    8-11
26650           0      5500     A       MORTGAGE   57000.00  24    0-15     0-8
2946            0      5000     A       MORTGAGE  124800.00  23    0-15     0-8
2367            0      2000     B           RENT    8400.00  23 Missing    8-11
19334           0     25000     B           RENT  156000.00  30    0-15    8-11
1515            0      5600     A           RENT   49000.00  31    0-15     0-8
26902           0     15000     A       MORTGAGE   57552.00  37    0-15    8-11
13190           0     18000     B       MORTGAGE  115000.00  28   15-30    8-11
2022            0      1925     B            OWN   69600.00  23    0-15    8-11
9689            0      3000     A       MORTGAGE   30000.00  21    0-15     0-8
19141           0     10000     A           RENT   88000.00  29    0-15     0-8
10769           0      6500     B           RENT   42000.00  23    0-15    8-11
23413           0     10000     A           RENT   36000.00  28    0-15    8-11
14356           0     25000     B           RENT   90000.00  32    0-15    8-11
6171            0      2000     A       MORTGAGE   32000.00  23    0-15     0-8
20703           0      3000     A       MORTGAGE   50000.00  28    0-15 Missing
5010            0      9600     D           RENT   48000.00  33    0-15   13.5+
13395           0     10000     A       MORTGAGE   42179.04  23    0-15     0-8
26823           0     14400     A       MORTGAGE   63996.00  24    0-15    8-11
16734           0     22000     A           RENT   99996.00  23    0-15     0-8
25185           0     13000     B       MORTGAGE   87000.00  25    0-15 11-13.5
6445            0     12375     B       MORTGAGE   50000.00  26    0-15    8-11
1160            0     16800     B           RENT   97000.00  26    0-15 11-13.5
6443            0      4500     C           RENT  110000.00  39    0-15 11-13.5
4816            0     11300     B       MORTGAGE   31000.00  28    0-15    8-11
24110           0     12000     B           RENT   30000.00  25    0-15 11-13.5
19815           0     10000     B           RENT   58100.00  28    0-15    8-11
9408            0     10000     A       MORTGAGE   62500.00  22    0-15     0-8
28680           0     15000     C       MORTGAGE  202000.00  38    0-15 11-13.5
11773           0      6000     A            OWN  116000.00  27    0-15     0-8
2854            0     12000     B           RENT  140000.00  28    0-15    8-11
28842           0     20000     C           RENT   38556.00  25   15-30 11-13.5
19561           0      8000     D            OWN   35004.00  24    0-15   13.5+
21614           0      5000     B           RENT   68648.26  24    0-15    8-11
13867           0      4000     D           RENT   36000.00  44    0-15   13.5+
8244            0     13000     B       MORTGAGE   45000.00  23    0-15    8-11
20452           0      9000     A       MORTGAGE  165000.00  40   15-30     0-8
26115           0      5500     A            OWN   60400.00  24    0-15     0-8
4825            0      4000     B           RENT   82350.00  32   15-30    8-11
23666           0      6000     B           RENT   48000.00  43    0-15 11-13.5
2399            0      8650     A       MORTGAGE   60000.00  28    0-15    8-11
144             0     24000     B           RENT   75000.00  22    0-15 11-13.5
21507           0      4000     C       MORTGAGE   55680.00  31    0-15 11-13.5
19065           0      2000     A       MORTGAGE   56004.00  22    0-15     0-8
4444            0     32000     A       MORTGAGE  135000.00  30    0-15     0-8
15575           0     25000     B            OWN   80000.00  23   15-30    8-11
1473            0     27050     C           RENT   60000.00  66    0-15 Missing
21612           0     21000     B           RENT   80000.00  36   15-30 11-13.5
12442           0      6500     B       MORTGAGE   52000.00  26    0-15    8-11
22516           0      9500     A           RENT   28000.00  26    0-15    8-11
13808           0     12000     B       MORTGAGE   50400.00  25    0-15    8-11
13142           0      6500     B       MORTGAGE   80000.00  28    0-15 11-13.5
25227           0     10500     C           RENT   51504.00  38    0-15 11-13.5
12973           0     10000     D           RENT   70000.00  36    0-15   13.5+
